,Order_Demand
2015-04-23,12000.0
2015-04-24,41000.0
2015-04-25,0.0
2015-04-26,0.0
2015-04-27,12000.0
2015-04-28,30500.0
2015-04-29,0.0
2015-04-30,20000.0
2015-05-01,15000.0
2015-05-02,0.0
2015-05-03,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,52000.0
2015-05-08,40000.0
2015-05-09,0.0
2015-05-10,0.0
2015-05-11,24200.0
2015-05-12,24500.0
2015-05-13,15000.0
2015-05-14,10700.0
2015-05-15,0.0
2015-05-16,0.0
2015-05-17,0.0
2015-05-18,18000.0
2015-05-19,20000.0
2015-05-20,14000.0
2015-05-21,10000.0
2015-05-22,10200.0
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,10000.0
2015-05-26,3000.0
2015-05-27,1000.0
2015-05-28,30000.0
2015-05-29,43000.0
2015-05-30,0.0
2015-05-31,0.0
2015-06-01,38100.0
2015-06-02,0.0
2015-06-03,4500.0
2015-06-04,40200.0
2015-06-05,25000.0
2015-06-06,0.0
2015-06-07,0.0
2015-06-08,9200.0
2015-06-09,60000.0
2015-06-10,54000.0
2015-06-11,13000.0
2015-06-12,2000.0
2015-06-13,0.0
2015-06-14,0.0
2015-06-15,6700.0
2015-06-16,3000.0
2015-06-17,21100.0
2015-06-18,50000.0
2015-06-19,4000.0
2015-06-20,0.0
2015-06-21,0.0
2015-06-22,100.0
2015-06-23,20000.0
2015-06-24,1000.0
2015-06-25,15000.0
2015-06-26,10000.0
2015-06-27,0.0
2015-06-28,0.0
2015-06-29,27000.0
2015-06-30,41000.0
2015-07-01,10000.0
2015-07-02,16200.0
2015-07-03,20000.0
2015-07-04,0.0
2015-07-05,0.0
2015-07-06,6000.0
2015-07-07,0.0
2015-07-08,6200.0
2015-07-09,300.0
2015-07-10,11000.0
2015-07-11,0.0
2015-07-12,0.0
2015-07-13,21200.0
2015-07-14,21000.0
2015-07-15,21300.0
2015-07-16,35500.0
2015-07-17,150700.0
2015-07-18,0.0
2015-07-19,0.0
2015-07-20,0.0
2015-07-21,30300.0
2015-07-22,31000.0
2015-07-23,3300.0
2015-07-24,11300.0
2015-07-25,0.0
2015-07-26,0.0
2015-07-27,3000.0
2015-07-28,71000.0
2015-07-29,20000.0
2015-07-30,2000.0
2015-07-31,15000.0
2015-08-01,0.0
2015-08-02,0.0
2015-08-03,4000.0
2015-08-04,5000.0
2015-08-05,33000.0
2015-08-06,12500.0
2015-08-07,3000.0
2015-08-08,0.0
2015-08-09,0.0
2015-08-10,55000.0
2015-08-11,20200.0
2015-08-12,0.0
2015-08-13,0.0
2015-08-14,11000.0
2015-08-15,0.0
2015-08-16,0.0
2015-08-17,11000.0
2015-08-18,1100.0
2015-08-19,20200.0
2015-08-20,3000.0
2015-08-21,3500.0
2015-08-22,0.0
2015-08-23,0.0
2015-08-24,13000.0
2015-08-25,15000.0
2015-08-26,42000.0
2015-08-27,7000.0
2015-08-28,14000.0
2015-08-29,0.0
2015-08-30,0.0
2015-08-31,15000.0
2015-09-01,50000.0
2015-09-02,2000.0
2015-09-03,15000.0
2015-09-04,25000.0
2015-09-05,0.0
2015-09-06,0.0
2015-09-07,14500.0
2015-09-08,3200.0
2015-09-09,1100.0
2015-09-10,10200.0
2015-09-11,63000.0
2015-09-12,0.0
2015-09-13,0.0
2015-09-14,20200.0
2015-09-15,10500.0
2015-09-16,0.0
2015-09-17,15400.0
2015-09-18,3300.0
2015-09-19,0.0
2015-09-20,0.0
2015-09-21,0.0
2015-09-22,0.0
2015-09-23,0.0
2015-09-24,35200.0
2015-09-25,31500.0
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,31000.0
2015-09-29,30000.0
2015-09-30,40100.0
2015-10-01,24700.0
2015-10-02,20000.0
2015-10-03,0.0
2015-10-04,0.0
2015-10-05,5100.0
2015-10-06,16600.0
2015-10-07,39000.0
2015-10-08,0.0
2015-10-09,10000.0
2015-10-10,0.0
2015-10-11,0.0
2015-10-12,0.0
2015-10-13,8000.0
2015-10-14,45000.0
2015-10-15,12200.0
2015-10-16,38000.0
2015-10-17,0.0
2015-10-18,0.0
2015-10-19,10400.0
2015-10-20,19000.0
2015-10-21,48300.0
2015-10-22,200.0
2015-10-23,20000.0
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,6000.0
2015-10-27,38100.0
2015-10-28,14500.0
2015-10-29,31300.0
2015-10-30,5600.0
2015-10-31,0.0
2015-11-01,0.0
2015-11-02,23000.0
2015-11-03,0.0
2015-11-04,10400.0
2015-11-05,17000.0
2015-11-06,61000.0
2015-11-07,0.0
2015-11-08,0.0
2015-11-09,2000.0
2015-11-10,6600.0
2015-11-11,5400.0
2015-11-12,23200.0
2015-11-13,11100.0
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,1000.0
2015-11-17,30300.0
2015-11-18,1100.0
2015-11-19,6000.0
2015-11-20,5200.0
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,0.0
2015-11-24,29000.0
2015-11-25,22000.0
2015-11-26,15200.0
2015-11-27,30200.0
2015-11-28,0.0
2015-11-29,0.0
2015-11-30,55100.0
2015-12-01,33000.0
2015-12-02,73000.0
2015-12-03,48000.0
2015-12-04,10000.0
2015-12-05,0.0
2015-12-06,0.0
2015-12-07,4500.0
2015-12-08,28000.0
2015-12-09,40100.0
2015-12-10,44000.0
2015-12-11,10200.0
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,31000.0
2015-12-15,6000.0
2015-12-16,25000.0
2015-12-17,7300.0
2015-12-18,2100.0
2015-12-19,0.0
2015-12-20,0.0
2015-12-21,0.0
2015-12-22,3000.0
2015-12-23,0.0
2015-12-24,10000.0
2015-12-25,2000.0
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,6000.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-01,0.0
2016-01-02,0.0
2016-01-03,0.0
2016-01-04,0.0
2016-01-05,65000.0
2016-01-06,19100.0
2016-01-07,97000.0
2016-01-08,17000.0
2016-01-09,0.0
2016-01-10,0.0
2016-01-11,0.0
2016-01-12,18000.0
2016-01-13,4100.0
2016-01-14,10500.0
2016-01-15,32000.0
2016-01-16,0.0
2016-01-17,0.0
2016-01-18,33500.0
2016-01-19,46000.0
2016-01-20,42000.0
2016-01-21,64600.0
2016-01-22,36800.0
2016-01-23,0.0
2016-01-24,0.0
2016-01-25,20000.0
2016-01-26,10000.0
2016-01-27,12000.0
2016-01-28,18000.0
2016-01-29,30000.0
2016-01-30,0.0
2016-01-31,0.0
2016-02-01,50000.0
2016-02-02,15000.0
2016-02-03,1000.0
2016-02-04,132100.0
2016-02-05,1100.0
2016-02-06,0.0
2016-02-07,0.0
2016-02-08,5300.0
2016-02-09,2000.0
2016-02-10,15000.0
2016-02-11,0.0
2016-02-12,13000.0
2016-02-13,0.0
2016-02-14,0.0
2016-02-15,28000.0
2016-02-16,17000.0
2016-02-17,20200.0
2016-02-18,2300.0
2016-02-19,900.0
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,8000.0
2016-02-23,16000.0
2016-02-24,5000.0
2016-02-25,100000.0
2016-02-26,100.0
2016-02-27,0.0
2016-02-28,0.0
2016-02-29,37000.0
2016-03-01,11000.0
2016-03-02,27000.0
2016-03-03,20000.0
2016-03-04,7100.0
2016-03-05,0.0
2016-03-06,0.0
2016-03-07,10800.0
2016-03-08,25200.0
2016-03-09,50500.0
2016-03-10,7500.0
2016-03-11,7000.0
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,14000.0
2016-03-15,49000.0
2016-03-16,0.0
2016-03-17,1600.0
2016-03-18,18000.0
2016-03-19,0.0
2016-03-20,0.0
2016-03-21,0.0
2016-03-22,53300.0
2016-03-23,50000.0
2016-03-24,18000.0
2016-03-25,22000.0
2016-03-26,0.0
2016-03-27,0.0
2016-03-28,10000.0
2016-03-29,100.0
2016-03-30,15000.0
2016-03-31,52000.0
2016-04-01,21000.0
2016-04-02,0.0
2016-04-03,0.0
2016-04-04,21000.0
2016-04-05,7000.0
2016-04-06,1100.0
2016-04-07,42000.0
2016-04-08,0.0
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,10100.0
2016-04-12,0.0
2016-04-13,2100.0
2016-04-14,18100.0
2016-04-15,49100.0
2016-04-16,0.0
2016-04-17,0.0
2016-04-18,4000.0
2016-04-19,3000.0
2016-04-20,5500.0
2016-04-21,40000.0
2016-04-22,54200.0
2016-04-23,0.0
2016-04-24,0.0
2016-04-25,21000.0
2016-04-26,1400.0
2016-04-27,0.0
2016-04-28,41000.0
2016-04-29,0.0
2016-04-30,0.0
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,5000.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,25000.0
2016-05-10,3000.0
2016-05-11,20000.0
2016-05-12,65000.0
2016-05-13,49000.0
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,5400.0
2016-05-17,7100.0
2016-05-18,10000.0
2016-05-19,22000.0
2016-05-20,2900.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,22400.0
2016-05-24,13000.0
2016-05-25,23000.0
2016-05-26,1500.0
2016-05-27,18400.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,1000.0
2016-05-31,53000.0
2016-06-01,10000.0
2016-06-02,100.0
2016-06-03,25000.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,10000.0
2016-06-07,10000.0
2016-06-08,100.0
2016-06-09,30000.0
2016-06-10,1000.0
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,22000.0
2016-06-14,0.0
2016-06-15,2200.0
2016-06-16,4000.0
2016-06-17,43000.0
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,5000.0
2016-06-21,53000.0
2016-06-22,21100.0
2016-06-23,12000.0
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,58100.0
2016-06-28,26000.0
2016-06-29,5000.0
2016-06-30,24000.0
2016-07-01,22700.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,21000.0
2016-07-05,6000.0
2016-07-06,20100.0
2016-07-07,65000.0
2016-07-08,500.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,1000.0
2016-07-12,17000.0
2016-07-13,25000.0
2016-07-14,10100.0
2016-07-15,1500.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,13100.0
2016-07-20,26500.0
2016-07-21,33000.0
2016-07-22,50000.0
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,56000.0
2016-07-26,11500.0
2016-07-27,23900.0
2016-07-28,25100.0
2016-07-29,5000.0
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,16000.0
2016-08-02,58000.0
2016-08-03,20100.0
2016-08-04,10000.0
2016-08-05,30100.0
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,10300.0
2016-08-09,10000.0
2016-08-10,400.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,10000.0
2016-08-16,2700.0
2016-08-17,52000.0
2016-08-18,33000.0
2016-08-19,29000.0
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,59000.0
2016-08-23,30000.0
2016-08-24,5000.0
2016-08-25,4200.0
2016-08-26,19200.0
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,41000.0
2016-08-30,17000.0
2016-08-31,0.0
2016-09-01,3000.0
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,10000.0
2016-09-06,3000.0
2016-09-07,6000.0
2016-09-08,18000.0
2016-09-09,22000.0
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,1000.0
2016-09-13,21300.0
2016-09-14,56000.0
2016-09-15,27500.0
2016-09-16,7000.0
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,0.0
2016-09-20,5100.0
2016-09-21,0.0
2016-09-22,0.0
2016-09-23,26000.0
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,6000.0
2016-09-27,10000.0
2016-09-28,0.0
2016-09-29,50200.0
2016-09-30,600.0
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,12000.0
2016-10-04,20000.0
2016-10-05,100.0
2016-10-06,60200.0
2016-10-07,44000.0
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,0.0
2016-10-11,21100.0
2016-10-12,10000.0
2016-10-13,0.0
2016-10-14,27900.0
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,7000.0
2016-10-18,5000.0
2016-10-19,40000.0
2016-10-20,5200.0
2016-10-21,8800.0
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,26000.0
2016-10-25,5000.0
2016-10-26,40000.0
2016-10-27,0.0
2016-10-28,15000.0
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,500.0
2016-11-01,12100.0
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,70200.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,15000.0
2016-11-08,96100.0
2016-11-09,32500.0
2016-11-10,5100.0
2016-11-11,9000.0
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,3100.0
2016-11-15,42000.0
2016-11-16,27000.0
2016-11-17,0.0
2016-11-18,45000.0
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,10000.0
2016-11-22,10000.0
2016-11-23,0.0
2016-11-24,18000.0
2016-11-25,21000.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,16200.0
2016-11-29,1300.0
2016-11-30,5100.0
2016-12-01,2800.0
2016-12-02,85900.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,3200.0
2016-12-06,18000.0
2016-12-07,63000.0
2016-12-08,3000.0
2016-12-09,24000.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,5200.0
2016-12-13,4000.0
2016-12-14,21000.0
2016-12-15,17000.0
2016-12-16,4000.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,1000.0
2016-12-20,3500.0
2016-12-21,30000.0
2016-12-22,37000.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,20000.0
2016-12-27,50000.0
2016-12-28,25000.0
